_id,timestamp,device_id,battery_start,battery_end,double_end_timestamp
641,1500424853714,815717e9-cd15-4d4e-b35c-a0206bc0aa24,64,64,1500424856232
642,1500424857527,815717e9-cd15-4d4e-b35c-a0206bc0aa24,64,64,1500424881473
643,1500425034081,815717e9-cd15-4d4e-b35c-a0206bc0aa24,65,65,1500425034889
644,1500425034988,815717e9-cd15-4d4e-b35c-a0206bc0aa24,65,65,1500425051085
645,1500425505795,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425506203
646,1500425506880,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425507899
647,1500425513659,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425523357
648,1500425524791,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425631543
649,1500425633467,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425636896
650,1500425660094,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425827193
651,1500425834450,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425840189
652,1500425840294,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425869708
653,1500425877736,815717e9-cd15-4d4e-b35c-a0206bc0aa24,71,71,1500425879564
963,1500427230193,8229e049-dd7a-42d2-b037-3839b23be516,21,19,1500428256618
964,1500428805062,8229e049-dd7a-42d2-b037-3839b23be516,20,19,1500429022048
654,1500429358813,815717e9-cd15-4d4e-b35c-a0206bc0aa24,99,99,1500429359118
655,1500429362460,815717e9-cd15-4d4e-b35c-a0206bc0aa24,99,99,1500429363420
656,1500429363603,815717e9-cd15-4d4e-b35c-a0206bc0aa24,99,99,1500429363681
657,1500429608642,815717e9-cd15-4d4e-b35c-a0206bc0aa24,99,97,1500432458020
77,1500432049975,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,84,1500432979248
658,1500432472341,815717e9-cd15-4d4e-b35c-a0206bc0aa24,97,97,1500432473983
659,1500432534374,815717e9-cd15-4d4e-b35c-a0206bc0aa24,97,97,1500432663612
660,1500432663869,815717e9-cd15-4d4e-b35c-a0206bc0aa24,97,97,1500432663974
661,1500432664104,815717e9-cd15-4d4e-b35c-a0206bc0aa24,97,84,1500456771748
965,1500434367412,8229e049-dd7a-42d2-b037-3839b23be516,36,30,1500435420702
78,1500435120871,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,89,1500438858378
966,1500439486272,8229e049-dd7a-42d2-b037-3839b23be516,43,42,1500439569401
79,1500441195194,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,93,1500441848895
80,1500447605303,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,82,1500449096095
967,1500447629330,8229e049-dd7a-42d2-b037-3839b23be516,67,67,1500447665990
492,1500452368747,53f52117-1170-4972-af68-8ecbe2132e72,69,69,1500452370248
968,1500454449196,8229e049-dd7a-42d2-b037-3839b23be516,87,12,1500491177398
81,1500454696549,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,81,1500455780645
662,1500456781000,815717e9-cd15-4d4e-b35c-a0206bc0aa24,84,84,1500456788883
663,1500457997811,815717e9-cd15-4d4e-b35c-a0206bc0aa24,89,89,1500460188370
82,1500458564353,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,58,1500470181919
1164,1500459785459,d58c3cb9-2543-4258-8695-ac3e310ba3ac,85,7,1500485582392
664,1500460195679,815717e9-cd15-4d4e-b35c-a0206bc0aa24,89,89,1500460198282
665,1500461444891,815717e9-cd15-4d4e-b35c-a0206bc0aa24,93,93,1500461445060
666,1500464564993,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,15,1500503080605
884,1500482741773,259cc994-877a-4e94-bb4a-06b44c30be47,20,19,1500484460371
1165,1500486960923,d58c3cb9-2543-4258-8695-ac3e310ba3ac,42,5,1500506581226
901,1500489773120,08da45e3-bc56-4425-bad2-55d191676b79,94,61,1500492506806
969,1500492450333,8229e049-dd7a-42d2-b037-3839b23be516,14,14,1500492686144
970,1500493242433,8229e049-dd7a-42d2-b037-3839b23be516,16,16,1500493259875
902,1500494591538,08da45e3-bc56-4425-bad2-55d191676b79,81,78,1500495009109
903,1500495415188,08da45e3-bc56-4425-bad2-55d191676b79,78,78,1500495418888
904,1500495863744,08da45e3-bc56-4425-bad2-55d191676b79,78,16,1500501327672
971,1500500557787,8229e049-dd7a-42d2-b037-3839b23be516,44,10,1500513243831
667,1500504495359,815717e9-cd15-4d4e-b35c-a0206bc0aa24,28,28,1500504499272
668,1500504642418,815717e9-cd15-4d4e-b35c-a0206bc0aa24,30,30,1500504642579
83,1500505211736,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,57,1500512234328
669,1500506359151,815717e9-cd15-4d4e-b35c-a0206bc0aa24,47,47,1500506360186
670,1500506405735,815717e9-cd15-4d4e-b35c-a0206bc0aa24,47,47,1500506405783
671,1500506445340,815717e9-cd15-4d4e-b35c-a0206bc0aa24,48,48,1500506446789
